9.509835790634155273e+03,4.491969269514083862e+02
8.141095037460327148e+03,4.149912909269332886e+02
7.728468699455261230e+03,4.008233320116996765e+02
7.485200129508972168e+03,3.880932214856147766e+02
7.285330325126647949e+03,3.793735762238502502e+02
7.119769407272338867e+03,3.711551916003227234e+02
6.989506974220275879e+03,3.661101311445236206e+02
6.871993384361267090e+03,3.600693258643150330e+02
6.775948953628540039e+03,3.564700810313224792e+02
6.686909249305725098e+03,3.503435267806053162e+02
6.599848044395446777e+03,3.483513752818107605e+02
6.522362685203552246e+03,3.433693289160728455e+02
6.461659094810485840e+03,3.400531052947044373e+02
6.384580655097961426e+03,3.362184393405914307e+02
6.333296895027160645e+03,3.330614480376243591e+02
6.272539728164672852e+03,3.305059850811958313e+02
6.214908415794372559e+03,3.269587645530700684e+02
6.166113287925720215e+03,3.265215736031532288e+02
6.115545077323913574e+03,3.220944511294364929e+02
6.059286745071411133e+03,3.209616116881370544e+02
6.009141246795654297e+03,3.195478796362876892e+02
5.962627035140991211e+03,3.159045769572257996e+02
5.918856249809265137e+03,3.164884445071220398e+02
5.873405905723571777e+03,3.127277130484580994e+02
5.829818624496459961e+03,3.117297208309173584e+02
5.785085056304931641e+03,3.112209019660949707e+02
5.745389255523681641e+03,3.082601437568664551e+02
5.700982098579406738e+03,3.076552954912185669e+02
5.670492782592773438e+03,3.048126778006553650e+02
5.628751844406127930e+03,3.050170726180076599e+02
5.590827548027038574e+03,3.040147096514701843e+02
5.550286873817443848e+03,3.010226528048515320e+02
5.517402686119079590e+03,3.002221664786338806e+02
5.488385607719421387e+03,3.001078057289123535e+02
5.455531193733215332e+03,2.981710257530212402e+02
5.422671423912048340e+03,2.957731637358665466e+02
5.388855951309204102e+03,2.957490443587303162e+02
5.355864876747131348e+03,2.937724620699882507e+02
5.327176928520202637e+03,2.934491406083106995e+02
5.301519587516784668e+03,2.913115760087966919e+02
5.282666259765625000e+03,2.924583504796028137e+02
5.247501031875610352e+03,2.902830710411071777e+02
5.216401213645935059e+03,2.893389351963996887e+02
5.192614164352416992e+03,2.879743423461914062e+02
5.171514276504516602e+03,2.873880004286766052e+02
5.143982246398925781e+03,2.869548741579055786e+02
5.122835732460021973e+03,2.863923031687736511e+02
5.101293057441711426e+03,2.842629311680793762e+02
5.081024435043334961e+03,2.845892988443374634e+02
5.057079290390014648e+03,2.834975930452346802e+02
5.037498771667480469e+03,2.830576592087745667e+02
5.021506140708923340e+03,2.822667617797851562e+02
5.001075856208801270e+03,2.815309267640113831e+02
4.980859887123107910e+03,2.812204753756523132e+02
4.963363956451416016e+03,2.809102530479431152e+02
4.944473815917968750e+03,2.799066390395164490e+02
4.932645862579345703e+03,2.806722741723060608e+02
4.915570830345153809e+03,2.806950280070304871e+02
4.906457840919494629e+03,2.795436407923698425e+02
4.887195868492126465e+03,2.782035869359970093e+02
