1.045972541046142578e+04,5.296567280292510986e+02
9.955312681198120117e+03,5.073597226142883301e+02
9.452622648239135742e+03,4.837083117961883545e+02
9.085499555587768555e+03,4.692587956190109253e+02
8.820275690078735352e+03,4.575602561235427856e+02
8.591840965270996094e+03,4.474708691835403442e+02
8.433644794464111328e+03,4.410768476724624634e+02
8.312274645805358887e+03,4.357521656751632690e+02
8.210667314529418945e+03,4.327684520483016968e+02
8.126228391647338867e+03,4.277926764488220215e+02
8.051264449119567871e+03,4.232395222187042236e+02
7.982804578781127930e+03,4.196382416486740112e+02
7.928286062240600586e+03,4.186515729427337646e+02
7.870386190414428711e+03,4.151744474172592163e+02
7.823218136787414551e+03,4.116416945457458496e+02
7.780464820861816406e+03,4.098155443668365479e+02
7.736570031166076660e+03,4.087223304510116577e+02
7.699093976974487305e+03,4.077020813226699829e+02
7.660437407493591309e+03,4.051946791410446167e+02
7.619687009811401367e+03,4.029165732860565186e+02
7.593829877853393555e+03,4.017651978731155396e+02
7.561189391136169434e+03,4.001173495054244995e+02
7.530001667022705078e+03,4.001426532268524170e+02
7.499337621688842773e+03,3.995505669713020325e+02
7.476622880935668945e+03,3.958115671873092651e+02
7.451687099456787109e+03,3.945670113563537598e+02
7.430733780860900879e+03,3.941888351440429688e+02
7.402437767028808594e+03,3.935492687225341797e+02
7.380604583740234375e+03,3.913302006721496582e+02
7.354045546531677246e+03,3.908998603820800781e+02
7.336237543106079102e+03,3.914461086988449097e+02
7.308392546653747559e+03,3.895134431719779968e+02
7.290715391159057617e+03,3.895975723862648010e+02
7.266087030410766602e+03,3.864243646264076233e+02
7.248209978103637695e+03,3.868994581699371338e+02
7.229075112342834473e+03,3.855219271183013916e+02
7.210528462409973145e+03,3.862519777417182922e+02
7.179195066452026367e+03,3.834113050699234009e+02
7.160572690963745117e+03,3.834677693247795105e+02
7.144514283180236816e+03,3.816478489637374878e+02
7.131265812873840332e+03,3.824140939712524414e+02
7.106534460067749023e+03,3.812001199126243591e+02
7.088926952362060547e+03,3.810440826416015625e+02
7.073304827690124512e+03,3.786602590680122375e+02
7.060945981979370117e+03,3.799798573255538940e+02
7.040696584701538086e+03,3.783261579275131226e+02
7.026265471458435059e+03,3.771014645695686340e+02
7.011424784660339355e+03,3.753089591264724731e+02
6.998150521278381348e+03,3.755910608172416687e+02
6.976491714477539062e+03,3.774739995002746582e+02
6.963480114936828613e+03,3.758068768382072449e+02
6.949733021736145020e+03,3.738222241401672363e+02
6.935470764160156250e+03,3.727706248164176941e+02
6.914265849113464355e+03,3.724383124709129333e+02
6.898907591819763184e+03,3.718511783480644226e+02
6.885190194129943848e+03,3.715477128624916077e+02
6.872278428077697754e+03,3.729594272971153259e+02
6.857779001235961914e+03,3.704615594148635864e+02
6.849293944358825684e+03,3.701859454512596130e+02
6.835470998764038086e+03,3.690472111105918884e+02
