9.435615369796752930e+03,4.535241208076477051e+02
8.184623267173767090e+03,4.164476743936538696e+02
7.721249445915222168e+03,3.990015964508056641e+02
7.447401099205017090e+03,3.863539954423904419e+02
7.246598478317260742e+03,3.792650763988494873e+02
7.108858187675476074e+03,3.703226388692855835e+02
6.994982975006103516e+03,3.657074809074401855e+02
6.888653953552246094e+03,3.607314615249633789e+02
6.803617346763610840e+03,3.577630562186241150e+02
6.721212805747985840e+03,3.522161169052124023e+02
6.639226050376892090e+03,3.493821645975112915e+02
6.564112720489501953e+03,3.450966548919677734e+02
6.506883053779602051e+03,3.425292056202888489e+02
6.435350032806396484e+03,3.376595128178596497e+02
6.383269404411315918e+03,3.350668491125106812e+02
6.324085129737854004e+03,3.328015395998954773e+02
6.267419150352478027e+03,3.298664384484291077e+02
6.219096014022827148e+03,3.280368809700012207e+02
6.164855182647705078e+03,3.248076471090316772e+02
6.115882448196411133e+03,3.229316511750221252e+02
6.063947424888610840e+03,3.212956509590148926e+02
6.022506765365600586e+03,3.182097271084785461e+02
5.979380058288574219e+03,3.184361529350280762e+02
5.938117979049682617e+03,3.158317731022834778e+02
5.896256344795227051e+03,3.142374220490455627e+02
5.854846196174621582e+03,3.136246385574340820e+02
5.816689982414245605e+03,3.114385735988616943e+02
5.778519592285156250e+03,3.098498359322547913e+02
5.746970146179199219e+03,3.078964871764183044e+02
5.710109381675720215e+03,3.067662237286567688e+02
5.672957823753356934e+03,3.068751773238182068e+02
5.632865822792053223e+03,3.038875667452812195e+02
5.607835339546203613e+03,3.037063318490982056e+02
5.583899189949035645e+03,3.018772608041763306e+02
5.547962299346923828e+03,3.016949928998947144e+02
5.518867238998413086e+03,2.996143355369567871e+02
5.491186151504516602e+03,2.986985305547714233e+02
5.459048311233520508e+03,2.970392612218856812e+02
5.429312320709228516e+03,2.970810033679008484e+02
5.410407062530517578e+03,2.956515649557113647e+02
5.385334590911865234e+03,2.964204510450363159e+02
5.353358189582824707e+03,2.942603067159652710e+02
5.322797251701354980e+03,2.939240694642066956e+02
5.303618132591247559e+03,2.921121174097061157e+02
5.281079339027404785e+03,2.918233413696289062e+02
5.257196635246276855e+03,2.917844172716140747e+02
5.238355693817138672e+03,2.901824522018432617e+02
5.215010454177856445e+03,2.888032205104827881e+02
5.194416665077209473e+03,2.884466801285743713e+02
5.172568436622619629e+03,2.886796286702156067e+02
5.153515310287475586e+03,2.875278455018997192e+02
5.134910847663879395e+03,2.863196818232536316e+02
5.120912040710449219e+03,2.864935586452484131e+02
5.100983191490173340e+03,2.861264132261276245e+02
5.081137296676635742e+03,2.857009690403938293e+02
5.068255415916442871e+03,2.845818845629692078e+02
5.052461305618286133e+03,2.852350465655326843e+02
5.034909371376037598e+03,2.838153631687164307e+02
5.024817749023437500e+03,2.844588884115219116e+02
5.011326643943786621e+03,2.834193915724754333e+02
