1.005126779174804688e+04,4.922790597677230835e+02
8.963198986053466797e+03,4.520383144617080688e+02
8.391626068115234375e+03,4.341937073469161987e+02
8.117886905670166016e+03,4.222382539510726929e+02
7.925498132705688477e+03,4.134367941617965698e+02
7.781569480895996094e+03,4.066681725978851318e+02
7.669427926063537598e+03,4.024194532632827759e+02
7.566277156829833984e+03,3.978416665196418762e+02
7.485833265304565430e+03,3.952773329019546509e+02
7.404269274711608887e+03,3.889159197211265564e+02
7.340266074180603027e+03,3.880848081111907959e+02
7.281954945564270020e+03,3.840871944427490234e+02
7.224267916679382324e+03,3.817689398527145386e+02
7.165904909133911133e+03,3.789967232942581177e+02
7.126302364349365234e+03,3.750362850427627563e+02
7.079720646858215332e+03,3.738743674159049988e+02
7.033069013595581055e+03,3.727784721255302429e+02
6.993911576271057129e+03,3.712910003662109375e+02
6.953392300605773926e+03,3.683983647823333740e+02
6.915037030220031738e+03,3.664112031459808350e+02
6.878673107147216797e+03,3.660607828497886658e+02
6.841873659133911133e+03,3.630395326614379883e+02
6.804098809242248535e+03,3.640159073472023010e+02
6.767517872810363770e+03,3.609226019382476807e+02
6.738434610366821289e+03,3.582534257173538208e+02
6.707529380798339844e+03,3.573425863981246948e+02
6.675771686553955078e+03,3.552066736221313477e+02
6.638511587142944336e+03,3.545309329628944397e+02
6.613924983024597168e+03,3.519561911821365356e+02
6.581761218070983887e+03,3.523246512413024902e+02
6.548720129013061523e+03,3.530605238676071167e+02
6.518357384681701660e+03,3.491641179919242859e+02
6.497468045234680176e+03,3.499760473370552063e+02
6.473389109611511230e+03,3.475474774837493896e+02
6.445480998992919922e+03,3.471919108033180237e+02
6.423745723724365234e+03,3.450833414793014526e+02
6.397848308563232422e+03,3.464389254450798035e+02
6.363051274299621582e+03,3.438015002608299255e+02
6.338073723793029785e+03,3.429858031868934631e+02
6.317215235710144043e+03,3.405399629473686218e+02
6.298759329795837402e+03,3.413021100759506226e+02
6.267377566337585449e+03,3.406302900314331055e+02
6.244041180610656738e+03,3.382648581862449646e+02
6.221339590072631836e+03,3.363312763571739197e+02
6.206669490814208984e+03,3.386593071222305298e+02
6.178227663993835449e+03,3.378724920749664307e+02
6.164244687080383301e+03,3.357774517536163330e+02
6.139337198257446289e+03,3.340282211303710938e+02
6.116572782516479492e+03,3.337798082828521729e+02
6.095797910690307617e+03,3.350094393491744995e+02
6.075143594741821289e+03,3.327424235343933105e+02
6.063323232650756836e+03,3.316853180527687073e+02
6.042682330131530762e+03,3.309421287775039673e+02
6.018230714797973633e+03,3.305558528900146484e+02
5.994740755081176758e+03,3.301725776791572571e+02
5.979824947357177734e+03,3.291563473343849182e+02
5.967796260833740234e+03,3.313688291907310486e+02
5.947910498619079590e+03,3.276078046560287476e+02
5.934989122390747070e+03,3.274837824702262878e+02
5.914208004951477051e+03,3.272897686362266541e+02
